gis_cleared_amount,gis_requests_qty,gis_requests_amount,gis_cleared_qty,gis_item_desc,gis_item_code,total_cleared_item,total_requests_item,value,unit_price,quantity,uom,branch,item_desc,item_id,element_desc,element_id,item_seq,total_cleared,total_requests,date_field,status,item_type,project_name,project_id,source_file,gis_qty,gis_item_name,gis_value,gis_unit_price,request_qty,request_amount,cleared_qty,cleared_amount,total_requests_num,total_cleared_num,total_requests_item_num,total_cleared_item_num,quantity_num,unit_price_num,value_num,gis_qty_num,gis_unit_price_num,gis_value_num,request_qty_num,request_amount_num,cleared_qty_num,cleared_amount_num,_alloc,_used
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,244636,"256,475","263,075",10/02/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB باجل 4-الحديدة,208060015594,هندهولات4_1779041552498.HTM,204,بلك,"102,000",,,,,,263075.0,256475.0,,,,,,204.0,,102000.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,244636,"256,475","263,075",10/02/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB باجل 4-الحديدة,208060015594,هندهولات4_1779041552498.HTM,1,سلك تربيط,125,,,,,,263075.0,256475.0,,,,,,1.0,,125.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,244636,"256,475","263,075",10/02/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB باجل 4-الحديدة,208060015594,هندهولات4_1779041552498.HTM,1000,ماء للعمل,"5,000",,,,,,263075.0,256475.0,,,,,,1000.0,,5000.0,,,,,,
,,,,,12ERP008,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,244636,"256,475","263,075",10/02/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB باجل 4-الحديدة,208060015594,هندهولات4_1779041552498.HTM,1,مقطوعية اعمال حفر(متنوعة),"15,000",,,,,,263075.0,256475.0,,,,,,1.0,,15000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,244636,"256,475","263,075",10/02/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB باجل 4-الحديدة,208060015594,هندهولات4_1779041552498.HTM,1,مصنعية بناء ولياسة وحدادة ونجارة وصبة,"55,000",,,,,,263075.0,256475.0,,,,,,1.0,,55000.0,,,,,,
,,,,,1101103,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,206768,"208,198","188,600",04/09/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف عماد عادل غبده الصلوي_الحالي_الحديدة,208060015718,هندهولات4_1779041552498.HTM,1,حديد ابو 8ملم,"243,775",243775,1,"2,250",1,"2,200",188600.0,208198.0,,,,,,1.0,243775.0,243775.0,1.0,2250.0,1.0,2200.0,1.0,1.0
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,206768,"208,198","188,600",04/09/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف عماد عادل غبده الصلوي_الحالي_الحديدة,208060015718,هندهولات4_1779041552498.HTM,4,حديد ابو 14ملم,"25,600",,,,,,188600.0,208198.0,,,,,,4.0,,25600.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,206768,"208,198","188,600",04/09/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف عماد عادل غبده الصلوي_الحالي_الحديدة,208060015718,هندهولات4_1779041552498.HTM,8,اسمنت,"26,400",,,,,,188600.0,208198.0,,,,,,8.0,,26400.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,206768,"208,198","188,600",04/09/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف عماد عادل غبده الصلوي_الحالي_الحديدة,208060015718,هندهولات4_1779041552498.HTM,120,بلك,"64,800",,,,,,188600.0,208198.0,,,,,,120.0,,64800.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,206768,"208,198","188,600",04/09/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف عماد عادل غبده الصلوي_الحالي_الحديدة,208060015718,هندهولات4_1779041552498.HTM,1,سلك تربيط,"1,250",,,,,,188600.0,208198.0,,,,,,1.0,,1250.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,206768,"208,198","188,600",04/09/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف عماد عادل غبده الصلوي_الحالي_الحديدة,208060015718,هندهولات4_1779041552498.HTM,1000,ماء للعمل,"5,000",,,,,,188600.0,208198.0,,,,,,1000.0,,5000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,206768,"208,198","188,600",04/09/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف عماد عادل غبده الصلوي_الحالي_الحديدة,208060015718,هندهولات4_1779041552498.HTM,1,مصنعية بناء ولياسة وحدادة ونجارة وصبة,"45,000",,,,,,188600.0,208198.0,,,,,,1.0,,45000.0,,,,,,
,,,,,12ERP0434,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,206768,"208,198","188,600",04/09/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف عماد عادل غبده الصلوي_الحالي_الحديدة,208060015718,هندهولات4_1779041552498.HTM,1,كري كساره,"9,000",,,,,,188600.0,208198.0,,,,,,1.0,,9000.0,,,,,,
,,,,,12ERP0445,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,206768,"208,198","188,600",04/09/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف عماد عادل غبده الصلوي_الحالي_الحديدة,208060015718,هندهولات4_1779041552498.HTM,1.5,رمل ناعم وخشن,"4,500",,,,,,188600.0,208198.0,,,,,,1.5,,4500.0,,,,,,
,,,,,1101103,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,207776,"251,783.54","266,029",08/09/2024,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موفع محطة شركة YOU  التحيتا_الحديدة,208060015756,هندهولات4_1779041552498.HTM,1,حديد ابو 8ملم,"314,810",314810,1,"2,200",1,"2,200",266029.0,251783.54,,,,,,1.0,314810.0,314810.0,1.0,2200.0,1.0,2200.0,1.0,1.0
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,207776,"251,783.54","266,029",08/09/2024,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موفع محطة شركة YOU  التحيتا_الحديدة,208060015756,هندهولات4_1779041552498.HTM,4,حديد ابو 14ملم,"27,200",,,,,,266029.0,251783.54,,,,,,4.0,,27200.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,207776,"251,783.54","266,029",08/09/2024,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موفع محطة شركة YOU  التحيتا_الحديدة,208060015756,هندهولات4_1779041552498.HTM,9,اسمنت,"29,700",,,,,,266029.0,251783.54,,,,,,9.0,,29700.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,207776,"251,783.54","266,029",08/09/2024,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موفع محطة شركة YOU  التحيتا_الحديدة,208060015756,هندهولات4_1779041552498.HTM,170,بلك,"91,800",,,,,,266029.0,251783.54,,,,,,170.0,,91800.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,207776,"251,783.54","266,029",08/09/2024,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موفع محطة شركة YOU  التحيتا_الحديدة,208060015756,هندهولات4_1779041552498.HTM,1,سلك تربيط,"1,250",,,,,,266029.0,251783.54,,,,,,1.0,,1250.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,207776,"251,783.54","266,029",08/09/2024,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موفع محطة شركة YOU  التحيتا_الحديدة,208060015756,هندهولات4_1779041552498.HTM,1000,ماء للعمل,"5,000",,,,,,266029.0,251783.54,,,,,,1000.0,,5000.0,,,,,,
,,,,,12ERP008,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,207776,"251,783.54","266,029",08/09/2024,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موفع محطة شركة YOU  التحيتا_الحديدة,208060015756,هندهولات4_1779041552498.HTM,1,مقطوعية اعمال حفر(متنوعة),"10,000",,,,,,266029.0,251783.54,,,,,,1.0,,10000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,207776,"251,783.54","266,029",08/09/2024,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موفع محطة شركة YOU  التحيتا_الحديدة,208060015756,هندهولات4_1779041552498.HTM,1,مصنعية بناء ولياسة وحدادة ونجارة وصبة,"63,829",,,,,,266029.0,251783.54,,,,,,1.0,,63829.0,,,,,,
,,,,,12ERP0434,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,207776,"251,783.54","266,029",08/09/2024,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موفع محطة شركة YOU  التحيتا_الحديدة,208060015756,هندهولات4_1779041552498.HTM,1.2,كري كساره,"19,200",,,,,,266029.0,251783.54,,,,,,1.2,,19200.0,,,,,,
,,,,,12ERP0445,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,207776,"251,783.54","266,029",08/09/2024,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موفع محطة شركة YOU  التحيتا_الحديدة,208060015756,هندهولات4_1779041552498.HTM,1.5,رمل ناعم وخشن,"11,250",,,,,,266029.0,251783.54,,,,,,1.5,,11250.0,,,,,,
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,252765,"39,350","249,000",08/03/2025,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU باجل 2_الحديدة,208060015784,هندهولات4_1779041552498.HTM,"2,200",,,,,,,,249000.0,39350.0,,,,,,2200.0,,,,,,,,
,,,,,1101105,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,252765,"39,350","249,000",08/03/2025,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU باجل 2_الحديدة,208060015784,هندهولات4_1779041552498.HTM,1,حديد ابو 12ملم,"4,600",,,,,,249000.0,39350.0,,,,,,1.0,,4600.0,,,,,,
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,252765,"39,350","249,000",08/03/2025,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU باجل 2_الحديدة,208060015784,هندهولات4_1779041552498.HTM,4,حديد ابو 14ملم,"27,200",,,,,,249000.0,39350.0,,,,,,4.0,,27200.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,252765,"39,350","249,000",08/03/2025,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU باجل 2_الحديدة,208060015784,هندهولات4_1779041552498.HTM,9,اسمنت,"32,130",,,,,,249000.0,39350.0,,,,,,9.0,,32130.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,252765,"39,350","249,000",08/03/2025,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU باجل 2_الحديدة,208060015784,هندهولات4_1779041552498.HTM,1,كري,"16,000",,,,,,249000.0,39350.0,,,,,,1.0,,16000.0,,,,,,
,,,,,1101117,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,252765,"39,350","249,000",08/03/2025,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU باجل 2_الحديدة,208060015784,هندهولات4_1779041552498.HTM,1,رمل,"10,000",,,,,,249000.0,39350.0,,,,,,1.0,,10000.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,252765,"39,350","249,000",08/03/2025,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU باجل 2_الحديدة,208060015784,هندهولات4_1779041552498.HTM,153,بلك,"82,620",,,,,,249000.0,39350.0,,,,,,153.0,,82620.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,252765,"39,350","249,000",08/03/2025,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU باجل 2_الحديدة,208060015784,هندهولات4_1779041552498.HTM,1,سلك تربيط,"1,250",,,,,,249000.0,39350.0,,,,,,1.0,,1250.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,252765,"39,350","249,000",08/03/2025,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU باجل 2_الحديدة,208060015784,هندهولات4_1779041552498.HTM,1000,ماء للعمل,"5,000",,,,,,249000.0,39350.0,,,,,,1000.0,,5000.0,,,,,,
,,,,,12ERP008,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,252765,"39,350","249,000",08/03/2025,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU باجل 2_الحديدة,208060015784,هندهولات4_1779041552498.HTM,1,مقطوعية اعمال حفر(متنوعة),"15,000",,,,,,249000.0,39350.0,,,,,,1.0,,15000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,252765,"39,350","249,000",08/03/2025,جاري الاقفال,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU باجل 2_الحديدة,208060015784,هندهولات4_1779041552498.HTM,1,مصنعية بناء ولياسة وحدادة ونجارة وصبة,"53,000",,,,,,249000.0,39350.0,,,,,,1.0,,53000.0,,,,,,
