gis_cleared_amount,gis_requests_qty,gis_requests_amount,gis_cleared_qty,gis_item_desc,gis_item_code,total_cleared_item,total_requests_item,value,unit_price,quantity,uom,branch,item_desc,item_id,element_desc,element_id,item_seq,total_cleared,total_requests,date_field,status,item_type,project_name,project_id,source_file,gis_qty,gis_item_name,gis_value,gis_unit_price,request_qty,request_amount,cleared_qty,cleared_amount,total_requests_num,total_cleared_num,total_requests_item_num,total_cleared_item_num,quantity_num,unit_price_num,value_num,gis_qty_num,gis_unit_price_num,gis_value_num,request_qty_num,request_amount_num,cleared_qty_num,cleared_amount_num,_alloc,_used
,,,,,1101117,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,176055,"268,037","273,200",04/05/2024,جاري الاقفال,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB مفرق الصليف_م/ الحديدة,208060015098,هندهولات4_1779041552498.HTM,1,رمل,"12,250",,,,,,273200.0,268037.0,,,,,,1.0,,12250.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,176055,"268,037","273,200",04/05/2024,جاري الاقفال,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB مفرق الصليف_م/ الحديدة,208060015098,هندهولات4_1779041552498.HTM,205,بلك,"110,700",,,,,,273200.0,268037.0,,,,,,205.0,,110700.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,176055,"268,037","273,200",04/05/2024,جاري الاقفال,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB مفرق الصليف_م/ الحديدة,208060015098,هندهولات4_1779041552498.HTM,1,سلك تربيط,"1,250",,,,,,273200.0,268037.0,,,,,,1.0,,1250.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,176055,"268,037","273,200",04/05/2024,جاري الاقفال,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB مفرق الصليف_م/ الحديدة,208060015098,هندهولات4_1779041552498.HTM,1000,ماء للعمل,"5,000",,,,,,273200.0,268037.0,,,,,,1000.0,,5000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,176055,"268,037","273,200",04/05/2024,جاري الاقفال,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB مفرق الصليف_م/ الحديدة,208060015098,هندهولات4_1779041552498.HTM,1,مصنعية بناء ولياسة وحدادة ونجارة وصبة,"60,000",,,,,,273200.0,268037.0,,,,,,1.0,,60000.0,,,,,,
,,,,,1101103,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,181817,"173,375","188,075",15/05/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية ناتكو الانظمة_شارع الاتصالات_الحديدة,208060015147,هندهولات4_1779041552498.HTM,1,حديد ابو 8ملم,"207,089",207089,1,"2,200",1,"2,200",188075.0,173375.0,,,,,,1.0,207089.0,207089.0,1.0,2200.0,1.0,2200.0,1.0,1.0
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,181817,"173,375","188,075",15/05/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية ناتكو الانظمة_شارع الاتصالات_الحديدة,208060015147,هندهولات4_1779041552498.HTM,3,حديد ابو 14ملم,"20,400",,,,,,188075.0,173375.0,,,,,,3.0,,20400.0,,,,,,
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,181817,"173,375","188,075",15/05/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية ناتكو الانظمة_شارع الاتصالات_الحديدة,208060015147,هندهولات4_1779041552498.HTM,"23,100",,"23,100",7,,,,,188075.0,173375.0,,,,,,23100.0,7.0,23100.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,181817,"173,375","188,075",15/05/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية ناتكو الانظمة_شارع الاتصالات_الحديدة,208060015147,هندهولات4_1779041552498.HTM,1,كري,"16,000",,,,,,188075.0,173375.0,,,,,,1.0,,16000.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,181817,"173,375","188,075",15/05/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية ناتكو الانظمة_شارع الاتصالات_الحديدة,208060015147,هندهولات4_1779041552498.HTM,84,بلك,"48,720",,,,,,188075.0,173375.0,,,,,,84.0,,48720.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,181817,"173,375","188,075",15/05/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية ناتكو الانظمة_شارع الاتصالات_الحديدة,208060015147,هندهولات4_1779041552498.HTM,1,سلك تربيط,"1,250",,,,,,188075.0,173375.0,,,,,,1.0,,1250.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,181817,"173,375","188,075",15/05/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية ناتكو الانظمة_شارع الاتصالات_الحديدة,208060015147,هندهولات4_1779041552498.HTM,1000,ماء للعمل,"5,000",,,,,,188075.0,173375.0,,,,,,1000.0,,5000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,181817,"173,375","188,075",15/05/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية ناتكو الانظمة_شارع الاتصالات_الحديدة,208060015147,هندهولات4_1779041552498.HTM,1,مصنعية بناء ولياسة وحدادة ونجارة وصبة,"53,005",,,,,,188075.0,173375.0,,,,,,1.0,,53005.0,,,,,,
,,,,,12ERP0445,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,181817,"173,375","188,075",15/05/2024,مقفل نهائي,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية ناتكو الانظمة_شارع الاتصالات_الحديدة,208060015147,هندهولات4_1779041552498.HTM,1.5,رمل ناعم وخشن,"13,500",,,,,,188075.0,173375.0,,,,,,1.5,,13500.0,,,,,,
,,,,,1101103,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,188612,"485,880.00","519,320",03/07/2024,جاري الاقفال,جهات حكومية,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية الهيئة العامة لتطوير تهامة_الحوك - الحديدة,208060015260,هندهولات4_1779041552498.HTM,2,حديد ابو 8ملم,"514,880",257440,1,"2,250",1,"2,200",519320.0,485880.0,,,,,,2.0,257440.0,514880.0,1.0,2250.0,1.0,2200.0,1.0,1.0
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,188612,"485,880.00","519,320",03/07/2024,جاري الاقفال,جهات حكومية,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية الهيئة العامة لتطوير تهامة_الحوك - الحديدة,208060015260,هندهولات4_1779041552498.HTM,3,حديد ابو 14ملم,"19,200",,,,,,519320.0,485880.0,,,,,,3.0,,19200.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,188612,"485,880.00","519,320",03/07/2024,جاري الاقفال,جهات حكومية,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية الهيئة العامة لتطوير تهامة_الحوك - الحديدة,208060015260,هندهولات4_1779041552498.HTM,11,اسمنت,"36,300",,,,,,519320.0,485880.0,,,,,,11.0,,36300.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,188612,"485,880.00","519,320",03/07/2024,جاري الاقفال,جهات حكومية,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية الهيئة العامة لتطوير تهامة_الحوك - الحديدة,208060015260,هندهولات4_1779041552498.HTM,1,كري,"17,000",,,,,,519320.0,485880.0,,,,,,1.0,,17000.0,,,,,,
,,,,,1101117,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,188612,"485,880.00","519,320",03/07/2024,جاري الاقفال,جهات حكومية,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية الهيئة العامة لتطوير تهامة_الحوك - الحديدة,208060015260,هندهولات4_1779041552498.HTM,1.5,رمل,"15,000",,,,,,519320.0,485880.0,,,,,,1.5,,15000.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,188612,"485,880.00","519,320",03/07/2024,جاري الاقفال,جهات حكومية,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية الهيئة العامة لتطوير تهامة_الحوك - الحديدة,208060015260,هندهولات4_1779041552498.HTM,137,بلك,"79,460",,,,,,519320.0,485880.0,,,,,,137.0,,79460.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,188612,"485,880.00","519,320",03/07/2024,جاري الاقفال,جهات حكومية,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية الهيئة العامة لتطوير تهامة_الحوك - الحديدة,208060015260,هندهولات4_1779041552498.HTM,1,سلك تربيط,"1,250",,,,,,519320.0,485880.0,,,,,,1.0,,1250.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,188612,"485,880.00","519,320",03/07/2024,جاري الاقفال,جهات حكومية,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية الهيئة العامة لتطوير تهامة_الحوك - الحديدة,208060015260,هندهولات4_1779041552498.HTM,1000,ماء للعمل,"5,000",,,,,,519320.0,485880.0,,,,,,1000.0,,5000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,188612,"485,880.00","519,320",03/07/2024,جاري الاقفال,جهات حكومية,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية الهيئة العامة لتطوير تهامة_الحوك - الحديدة,208060015260,هندهولات4_1779041552498.HTM,1,مصنعية بناء ولياسة وحدادة ونجارة وصبة,"73,000",,,,,,519320.0,485880.0,,,,,,1.0,,73000.0,,,,,,
,,,,,12ERP0740,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,260914,"358,900","358,900",31/12/2024,منجز,تراسل يمن موبايل,نوصيل خدمة النراسل عبر الالياف الى موقع محطة شركة يمن موبايل الجراحي 2_الحديدة,208060015384,هندهولات4_1779041552498.HTM,2,مقاولون من الباطن مقابل اعمال هندولات,"717,800",358900,2,"358,900",2,"358,900",358900.0,358900.0,,,,,,2.0,358900.0,717800.0,2.0,358900.0,2.0,358900.0,2.0,2.0
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197908,,"177,450",30/07/2024,جاري,جهات حكومية,توصيل خدمة الانترنت عبر الالياف الى موقع GH5 المشيشة خط الصليف _م/ الحديدة,208060015495,هندهولات4_1779041552498.HTM,"2,200",,,,,,,,177450.0,,,,,,,2200.0,,,,,,,,
,,,,,1101105,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197908,,"177,450",30/07/2024,جاري,جهات حكومية,توصيل خدمة الانترنت عبر الالياف الى موقع GH5 المشيشة خط الصليف _م/ الحديدة,208060015495,هندهولات4_1779041552498.HTM,1,حديد ابو 12ملم,"4,900",,,,,,177450.0,,,,,,,1.0,,4900.0,,,,,,
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197908,,"177,450",30/07/2024,جاري,جهات حكومية,توصيل خدمة الانترنت عبر الالياف الى موقع GH5 المشيشة خط الصليف _م/ الحديدة,208060015495,هندهولات4_1779041552498.HTM,3,حديد ابو 14ملم,"20,400",,,,,,177450.0,,,,,,,3.0,,20400.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197908,,"177,450",30/07/2024,جاري,جهات حكومية,توصيل خدمة الانترنت عبر الالياف الى موقع GH5 المشيشة خط الصليف _م/ الحديدة,208060015495,هندهولات4_1779041552498.HTM,7,اسمنت,"26,600",,,,,,177450.0,,,,,,,7.0,,26600.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197908,,"177,450",30/07/2024,جاري,جهات حكومية,توصيل خدمة الانترنت عبر الالياف الى موقع GH5 المشيشة خط الصليف _م/ الحديدة,208060015495,هندهولات4_1779041552498.HTM,1,كري,"16,000",,,,,,177450.0,,,,,,,1.0,,16000.0,,,,,,
,,,,,1101117,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197908,,"177,450",30/07/2024,جاري,جهات حكومية,توصيل خدمة الانترنت عبر الالياف الى موقع GH5 المشيشة خط الصليف _م/ الحديدة,208060015495,هندهولات4_1779041552498.HTM,1,رمل,"7,500",,,,,,177450.0,,,,,,,1.0,,7500.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197908,,"177,450",30/07/2024,جاري,جهات حكومية,توصيل خدمة الانترنت عبر الالياف الى موقع GH5 المشيشة خط الصليف _م/ الحديدة,208060015495,هندهولات4_1779041552498.HTM,1,سلك تربيط,"1,250",,,,,,177450.0,,,,,,,1.0,,1250.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197908,,"177,450",30/07/2024,جاري,جهات حكومية,توصيل خدمة الانترنت عبر الالياف الى موقع GH5 المشيشة خط الصليف _م/ الحديدة,208060015495,هندهولات4_1779041552498.HTM,1000,ماء للعمل,"5,000",,,,,,177450.0,,,,,,,1000.0,,5000.0,,,,,,
,,,,,12ERP008,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197908,,"177,450",30/07/2024,جاري,جهات حكومية,توصيل خدمة الانترنت عبر الالياف الى موقع GH5 المشيشة خط الصليف _م/ الحديدة,208060015495,هندهولات4_1779041552498.HTM,1,مقطوعية اعمال حفر(متنوعة),"10,000",,,,,,177450.0,,,,,,,1.0,,10000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197908,,"177,450",30/07/2024,جاري,جهات حكومية,توصيل خدمة الانترنت عبر الالياف الى موقع GH5 المشيشة خط الصليف _م/ الحديدة,208060015495,هندهولات4_1779041552498.HTM,1,مصنعية بناء ولياسة وحدادة ونجارة وصبة,"43,000",,,,,,177450.0,,,,,,,1.0,,43000.0,,,,,,
,,,,,1101103,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197774,"298,057.00","311,540",31/07/2024,جاري الاقفال,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية عالم الصلب للصناعات الحديدية_المنطقة الصناعية _الصليف- الحديدة,208060015497,هندهولات4_1779041552498.HTM,1,حديد ابو 8ملم,"362,353",362353,1,"2,400",1,"2,200",311540.0,298057.0,,,,,,1.0,362353.0,362353.0,1.0,2400.0,1.0,2200.0,1.0,1.0
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197774,"298,057.00","311,540",31/07/2024,جاري الاقفال,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية عالم الصلب للصناعات الحديدية_المنطقة الصناعية _الصليف- الحديدة,208060015497,هندهولات4_1779041552498.HTM,حديد ابو 12ملم,1101105,1,,,,,,311540.0,298057.0,,,,,,,,1.0,,,,,,
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197774,"298,057.00","311,540",31/07/2024,جاري الاقفال,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية عالم الصلب للصناعات الحديدية_المنطقة الصناعية _الصليف- الحديدة,208060015497,هندهولات4_1779041552498.HTM,4,حديد ابو 14ملم,"25,600",,,,,,311540.0,298057.0,,,,,,4.0,,25600.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197774,"298,057.00","311,540",31/07/2024,جاري الاقفال,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية عالم الصلب للصناعات الحديدية_المنطقة الصناعية _الصليف- الحديدة,208060015497,هندهولات4_1779041552498.HTM,10,اسمنت,"33,000",,,,,,311540.0,298057.0,,,,,,10.0,,33000.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197774,"298,057.00","311,540",31/07/2024,جاري الاقفال,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية عالم الصلب للصناعات الحديدية_المنطقة الصناعية _الصليف- الحديدة,208060015497,هندهولات4_1779041552498.HTM,228,بلك,"132,240",,,,,,311540.0,298057.0,,,,,,228.0,,132240.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197774,"298,057.00","311,540",31/07/2024,جاري الاقفال,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية عالم الصلب للصناعات الحديدية_المنطقة الصناعية _الصليف- الحديدة,208060015497,هندهولات4_1779041552498.HTM,1,سلك تربيط,"1,250",,,,,,311540.0,298057.0,,,,,,1.0,,1250.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197774,"298,057.00","311,540",31/07/2024,جاري الاقفال,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية عالم الصلب للصناعات الحديدية_المنطقة الصناعية _الصليف- الحديدة,208060015497,هندهولات4_1779041552498.HTM,1000,ماء للعمل,"10,000",,,,,,311540.0,298057.0,,,,,,1000.0,,10000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197774,"298,057.00","311,540",31/07/2024,جاري الاقفال,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية عالم الصلب للصناعات الحديدية_المنطقة الصناعية _الصليف- الحديدة,208060015497,هندهولات4_1779041552498.HTM,1,مصنعية بناء ولياسة وحدادة ونجارة وصبة,"75,000",,,,,,311540.0,298057.0,,,,,,1.0,,75000.0,,,,,,
,,,,,12ERP0434,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197774,"298,057.00","311,540",31/07/2024,جاري الاقفال,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية عالم الصلب للصناعات الحديدية_المنطقة الصناعية _الصليف- الحديدة,208060015497,هندهولات4_1779041552498.HTM,1,كري كساره,"16,000",,,,,,311540.0,298057.0,,,,,,1.0,,16000.0,,,,,,
,,,,,12ERP0445,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,197774,"298,057.00","311,540",31/07/2024,جاري الاقفال,VIP,تقديم خدمة FTTX الانترنت عبر الالياف الضوئية عالم الصلب للصناعات الحديدية_المنطقة الصناعية _الصليف- الحديدة,208060015497,هندهولات4_1779041552498.HTM,1.5,رمل ناعم وخشن,"11,250",,,,,,311540.0,298057.0,,,,,,1.5,,11250.0,,,,,,
,,,,,1101103,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,233720,"283,945","257,650",30/12/2024,منجز,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU القطيع_م/ الحديدة,208060015510,هندهولات4_1779041552498.HTM,1,حديد ابو 8ملم,"345,408",345408,1,"2,200",1,"2,200",257650.0,283945.0,,,,,,1.0,345408.0,345408.0,1.0,2200.0,1.0,2200.0,1.0,1.0
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,233720,"283,945","257,650",30/12/2024,منجز,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU القطيع_م/ الحديدة,208060015510,هندهولات4_1779041552498.HTM,4,حديد ابو 14ملم,"27,200",,,,,,257650.0,283945.0,,,,,,4.0,,27200.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,233720,"283,945","257,650",30/12/2024,منجز,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU القطيع_م/ الحديدة,208060015510,هندهولات4_1779041552498.HTM,9,اسمنت,"29,700",,,,,,257650.0,283945.0,,,,,,9.0,,29700.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,233720,"283,945","257,650",30/12/2024,منجز,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU القطيع_م/ الحديدة,208060015510,هندهولات4_1779041552498.HTM,1,كري,"17,000",,,,,,257650.0,283945.0,,,,,,1.0,,17000.0,,,,,,
,,,,,1101117,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,233720,"283,945","257,650",30/12/2024,منجز,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU القطيع_م/ الحديدة,208060015510,هندهولات4_1779041552498.HTM,1,رمل,"1,250",,,,,,257650.0,283945.0,,,,,,1.0,,1250.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,233720,"283,945","257,650",30/12/2024,منجز,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU القطيع_م/ الحديدة,208060015510,هندهولات4_1779041552498.HTM,221,بلك,"99,450",,,,,,257650.0,283945.0,,,,,,221.0,,99450.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,233720,"283,945","257,650",30/12/2024,منجز,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU القطيع_م/ الحديدة,208060015510,هندهولات4_1779041552498.HTM,1,سلك تربيط,"1,250",,,,,,257650.0,283945.0,,,,,,1.0,,1250.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,233720,"283,945","257,650",30/12/2024,منجز,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU القطيع_م/ الحديدة,208060015510,هندهولات4_1779041552498.HTM,1000,ماء للعمل,"5,000",,,,,,257650.0,283945.0,,,,,,1000.0,,5000.0,,,,,,
,,,,,12ERP008,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,233720,"283,945","257,650",30/12/2024,منجز,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU القطيع_م/ الحديدة,208060015510,هندهولات4_1779041552498.HTM,1,مقطوعية اعمال حفر(متنوعة),"15,000",,,,,,257650.0,283945.0,,,,,,1.0,,15000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,233720,"283,945","257,650",30/12/2024,منجز,YOU,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة YOU القطيع_م/ الحديدة,208060015510,هندهولات4_1779041552498.HTM,1,مصنعية بناء ولياسة وحدادة ونجارة وصبة,"55,000",,,,,,257650.0,283945.0,,,,,,1.0,,55000.0,,,,,,
,,,,,1101103,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,244636,"256,475","263,075",10/02/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB باجل 4-الحديدة,208060015594,هندهولات4_1779041552498.HTM,1,حديد ابو 8ملم,"349,838",349838,1,"2,200",1,"2,200",263075.0,256475.0,,,,,,1.0,349838.0,349838.0,1.0,2200.0,1.0,2200.0,1.0,1.0
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,244636,"256,475","263,075",10/02/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB باجل 4-الحديدة,208060015594,هندهولات4_1779041552498.HTM,4,حديد ابو 14ملم,"27,200",,,,,,263075.0,256475.0,,,,,,4.0,,27200.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,244636,"256,475","263,075",10/02/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB باجل 4-الحديدة,208060015594,هندهولات4_1779041552498.HTM,8,اسمنت,"30,400",,,,,,263075.0,256475.0,,,,,,8.0,,30400.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,244636,"256,475","263,075",10/02/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB باجل 4-الحديدة,208060015594,هندهولات4_1779041552498.HTM,1,كري,"10,000",,,,,,263075.0,256475.0,,,,,,1.0,,10000.0,,,,,,
,,,,,1101117,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,244636,"256,475","263,075",10/02/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB باجل 4-الحديدة,208060015594,هندهولات4_1779041552498.HTM,1.5,رمل,"11,250",,,,,,263075.0,256475.0,,,,,,1.5,,11250.0,,,,,,
